date,asset_id,well_id,equipment_type,vibration_level,temperature_c,pressure_psi,failure_risk_score
2023-09-03,A002,A002-W05,Valve,3.35,80.2,2261.74,0.19
2023-09-04,A002,A002-W05,Pump,4.26,76.04,2244.4,0.24
2023-09-05,A002,A002-W05,Pump,3.42,69.8,2144.57,0.2
2023-09-06,A002,A002-W05,Compressor,2.69,81.97,2218.57,0.16
2023-09-07,A002,A002-W05,Valve,4.1,77.8,2128.5,0.23
2023-09-08,A002,A002-W05,Valve,3.58,75.54,2124.06,0.2
2023-09-09,A002,A002-W05,Valve,4.44,74.77,2118.08,0.25
2023-09-10,A002,A002-W05,Pump,3.17,81.84,2166.61,0.18
2023-09-11,A002,A002-W05,Compressor,4.22,60.95,2205.84,0.24
2023-09-12,A002,A002-W05,Pump,2.73,63.37,2156.9,0.16
2023-09-13,A002,A002-W05,Compressor,4.14,84.99,2252.07,0.23
2023-09-14,A002,A002-W05,Compressor,4.77,64.55,2192.57,0.5
2023-09-15,A002,A002-W05,Valve,3.55,81.49,2177.26,0.44
2023-09-16,A002,A002-W05,Pump,3.82,82.37,2204.92,0.22
2023-09-17,A002,A002-W05,Valve,3.79,71.08,2174.3,0.57
2023-09-18,A002,A002-W05,Compressor,3.99,82.77,2138.28,0.34
2023-09-19,A002,A002-W05,Valve,4.49,66.73,2133.12,0.37
2023-09-20,A002,A002-W05,Valve,4.11,63.5,2230.74,0.47
2023-09-21,A002,A002-W05,Compressor,3.1,86.0,2171.12,0.54
2023-09-22,A002,A002-W05,Pump,3.54,84.63,2151.03,0.32
2023-09-23,A002,A002-W05,Compressor,4.82,63.74,2268.8,0.51
2023-09-24,A002,A002-W05,Pump,4.65,84.49,2246.85,0.62
2023-09-25,A002,A002-W05,Compressor,2.87,65.96,2165.2,0.29
2023-09-26,A002,A002-W05,Compressor,4.8,72.3,2178.59,0.62
2023-09-27,A002,A002-W05,Pump,4.58,82.69,2187.13,0.49
2023-09-28,A002,A002-W05,Valve,3.58,63.22,2230.41,0.44
2023-09-29,A002,A002-W05,Compressor,3.2,74.17,2174.59,0.42
2023-09-30,A002,A002-W05,Pump,4.82,82.88,2230.12,0.51
2023-10-01,A002,A002-W05,Pump,3.56,81.81,2228.44,0.2
2023-10-02,A002,A002-W05,Pump,3.47,67.22,2131.14,0.44
2023-10-03,A002,A002-W05,Valve,3.42,61.5,2160.59,0.32
2023-10-04,A002,A002-W05,Pump,3.21,72.98,2187.27,0.31
2023-10-05,A002,A002-W05,Pump,3.83,80.59,2109.78,0.58
2023-10-06,A002,A002-W05,Pump,3.77,65.65,2214.46,0.33
2023-10-07,A002,A002-W05,Valve,3.58,71.46,2123.17,0.2
2023-10-08,A002,A002-W05,Valve,2.57,60.92,2137.48,0.15
2023-10-09,A002,A002-W05,Pump,3.62,69.45,2257.47,0.21
2023-10-10,A002,A002-W05,Pump,3.35,76.18,2166.02,0.19
2023-10-11,A002,A002-W05,Valve,4.22,64.2,2154.35,0.36
2023-10-12,A002,A002-W05,Pump,3.36,69.59,2154.26,0.19
2023-10-13,A002,A002-W05,Compressor,4.07,63.01,2214.9,0.35
2023-10-14,A002,A002-W05,Pump,4.49,67.87,2156.5,0.25
2023-10-15,A002,A002-W05,Pump,3.49,68.16,2171.28,0.32
2023-10-16,A002,A002-W05,Compressor,2.85,77.03,2219.94,0.17
2023-10-17,A002,A002-W05,Compressor,3.16,64.09,2188.59,0.3
2023-10-18,A002,A002-W05,Pump,4.55,70.88,2163.97,0.37
2023-10-19,A002,A002-W05,Compressor,3.97,71.46,2173.59,0.58
2023-10-20,A002,A002-W05,Compressor,2.5,79.29,2194.18,0.15
2023-10-21,A002,A002-W05,Compressor,3.81,69.17,2228.46,0.58
2023-10-22,A002,A002-W05,Pump,2.99,63.35,2144.69,0.17
2023-10-23,A002,A002-W05,Compressor,2.75,68.22,2109.25,0.16
2023-10-24,A002,A002-W05,Valve,4.28,68.49,2136.99,0.24
2023-10-25,A002,A002-W05,Compressor,4.89,80.5,2244.92,0.51
2023-10-26,A002,A002-W05,Compressor,3.37,70.05,2133.07,0.19
2023-10-27,A002,A002-W05,Compressor,3.23,71.97,2158.94,0.19
2023-10-28,A002,A002-W05,Pump,3.65,65.71,2167.82,0.21
2023-10-29,A002,A002-W05,Pump,3.89,62.56,2113.34,0.22
2023-10-30,A002,A002-W05,Pump,3.59,81.47,2144.03,0.32
2023-10-31,A002,A002-W05,Pump,4.65,74.6,2177.45,0.38
2023-11-01,A002,A002-W05,Valve,3.13,83.13,2138.86,0.18
2023-11-02,A002,A002-W05,Compressor,4.91,73.66,2128.64,0.63
2023-11-03,A002,A002-W05,Valve,3.69,73.1,2198.18,0.21
2023-11-04,A002,A002-W05,Compressor,3.76,72.75,2175.63,0.21
2023-11-05,A002,A002-W05,Compressor,4.46,80.16,2233.52,0.25
2023-11-06,A002,A002-W05,Pump,3.8,84.62,2105.78,0.21
2023-11-07,A002,A002-W05,Pump,2.81,74.7,2170.79,0.29
2023-11-08,A002,A002-W05,Pump,3.26,67.01,2120.76,0.19
2023-11-09,A002,A002-W05,Pump,2.52,80.86,2185.14,0.15
2023-11-10,A002,A002-W05,Valve,3.06,77.88,2117.34,0.18
2023-11-11,A002,A002-W05,Pump,4.7,86.14,2103.13,0.38
2023-11-12,A002,A002-W05,Valve,3.02,65.08,2134.01,0.18
2023-11-13,A002,A002-W05,Valve,2.8,84.71,2147.74,0.16
2023-11-14,A002,A002-W05,Compressor,3.55,65.27,2129.1,0.32
2023-11-15,A002,A002-W05,Valve,3.86,71.82,2254.6,0.22
2023-11-16,A002,A002-W05,Pump,4.29,81.24,2147.59,0.24
2023-11-17,A002,A002-W05,Valve,3.48,80.45,2174.45,0.44
2023-11-18,A002,A002-W05,Valve,3.21,74.07,2215.15,0.19
2023-11-19,A002,A002-W05,Compressor,3.89,72.83,2180.27,0.22
2023-11-20,A002,A002-W05,Valve,3.29,78.14,2169.99,0.55
2023-11-21,A002,A002-W05,Compressor,3.15,68.05,2116.64,0.18
2023-11-22,A002,A002-W05,Compressor,3.46,83.95,2148.32,0.2
2023-11-23,A002,A002-W05,Compressor,4.15,61.9,2186.84,0.23
2023-11-24,A002,A002-W05,Valve,3.69,79.5,2185.18,0.33
2023-11-25,A002,A002-W05,Pump,4.73,83.64,2166.96,0.62
2023-11-26,A002,A002-W05,Pump,2.84,73.42,2089.98,0.17
2023-11-27,A002,A002-W05,Valve,3.86,86.8,2197.83,0.46
2023-11-28,A002,A002-W05,Valve,3.78,63.59,2195.17,0.45
2023-11-29,A002,A002-W05,Compressor,2.81,83.72,2186.1,0.29
2023-11-30,A002,A002-W05,Valve,4.88,65.72,2156.21,0.63
2023-12-01,A002,A002-W05,Pump,2.63,70.09,2199.47,0.16
2023-12-02,A002,A002-W05,Compressor,3.84,74.84,2139.78,0.22
2023-12-03,A002,A002-W05,Pump,3.87,87.21,2141.04,0.58
2023-12-04,A002,A002-W05,Valve,3.03,71.13,2182.99,0.42
2023-12-05,A002,A002-W05,Valve,4.53,69.91,2142.02,0.37
2023-12-06,A002,A002-W05,Compressor,3.93,73.76,2214.95,0.58
2023-12-07,A002,A002-W05,Pump,3.0,74.25,2130.29,0.18
2023-12-08,A002,A002-W05,Pump,4.48,71.14,2153.85,0.25
2023-12-09,A002,A002-W05,Pump,3.47,82.14,2209.53,0.44
2023-12-10,A002,A002-W05,Valve,3.1,76.45,2185.85,0.18
2023-12-11,A002,A002-W05,Compressor,4.96,77.21,2162.38,0.63
2023-12-12,A002,A002-W05,Pump,4.1,77.2,2144.77,0.23
2023-12-13,A002,A002-W05,Pump,3.16,77.11,2211.43,0.42
2023-12-14,A002,A002-W05,Compressor,4.48,67.27,2214.32,0.61
2023-12-15,A002,A002-W05,Compressor,4.47,75.74,2131.14,0.49
2023-12-16,A002,A002-W05,Compressor,2.98,69.07,2198.54,0.17
2023-12-17,A002,A002-W05,Compressor,4.65,79.84,2087.64,0.62
2023-12-18,A002,A002-W05,Pump,4.99,67.28,2225.45,0.63
2023-12-19,A002,A002-W05,Compressor,3.1,79.61,2176.5,0.18
2023-12-20,A002,A002-W05,Pump,4.08,80.32,2114.93,0.23
2023-12-21,A002,A002-W05,Valve,2.99,68.12,2187.8,0.17
2023-12-22,A002,A002-W05,Pump,4.0,63.09,2196.24,0.22
2023-12-23,A002,A002-W05,Pump,4.17,86.72,2190.24,0.59
2023-12-24,A002,A002-W05,Valve,2.58,81.12,2117.44,0.15
2023-12-25,A002,A002-W05,Pump,3.89,79.27,2188.21,0.34
2023-12-26,A002,A002-W05,Valve,2.55,76.49,2142.5,0.15
2023-12-27,A002,A002-W05,Valve,4.32,63.31,2094.5,0.24
2023-12-28,A002,A002-W05,Pump,4.44,79.21,2183.25,0.25
2023-12-29,A002,A002-W05,Valve,3.29,83.95,2141.62,0.55
2023-12-30,A002,A002-W05,Valve,4.13,77.83,2138.96,0.23
2023-12-31,A002,A002-W05,Valve,4.01,70.52,2215.41,0.23
2024-01-01,A002,A002-W05,Pump,3.93,64.43,2231.67,0.34
2024-01-02,A002,A002-W05,Pump,2.97,73.99,2118.67,0.29
2024-01-03,A002,A002-W05,Pump,4.22,60.74,2141.7,0.24
2024-01-04,A002,A002-W05,Pump,3.49,64.58,2221.51,0.56
2024-01-05,A002,A002-W05,Compressor,2.6,84.64,2220.07,0.15
2024-01-06,A002,A002-W05,Compressor,4.1,83.16,2130.73,0.35
2024-01-07,A002,A002-W05,Compressor,3.36,62.0,2149.33,0.31
2024-01-08,A002,A002-W05,Pump,2.81,74.55,2187.78,0.17
2024-01-09,A002,A002-W05,Valve,3.58,83.63,2191.52,0.2
2024-01-10,A002,A002-W05,Pump,3.76,71.39,2167.61,0.21
2024-01-11,A002,A002-W05,Pump,4.66,61.66,2138.15,0.38
2024-01-12,A002,A002-W05,Compressor,2.85,61.78,2223.41,0.29
2024-01-13,A002,A002-W05,Pump,2.65,82.62,2099.74,0.16
2024-01-14,A002,A002-W05,Valve,3.87,81.52,2094.15,0.22
2024-01-15,A002,A002-W05,Compressor,3.61,73.44,2150.17,0.21
2024-01-16,A002,A002-W05,Pump,4.82,75.73,2175.81,0.51
2024-01-17,A002,A002-W05,Pump,4.21,76.24,2127.8,0.24
2024-01-18,A002,A002-W05,Valve,3.5,64.58,2108.75,0.2
2024-01-19,A002,A002-W05,Pump,3.22,80.77,2096.26,0.55
2024-01-20,A002,A002-W05,Compressor,4.69,63.56,2227.32,0.38
2024-01-21,A002,A002-W05,Compressor,2.78,80.32,2174.97,0.16
2024-01-22,A002,A002-W05,Compressor,3.61,82.89,2178.92,0.57
2024-01-23,A002,A002-W05,Valve,3.36,63.16,2135.78,0.31
2024-01-24,A002,A002-W05,Valve,3.47,84.31,2134.14,0.2
2024-01-25,A002,A002-W05,Pump,3.6,68.86,2224.08,0.57
2024-01-26,A002,A002-W05,Compressor,3.74,71.31,2132.71,0.21
2024-01-27,A002,A002-W05,Pump,2.95,84.59,2144.28,0.29
2024-01-28,A002,A002-W05,Compressor,2.52,68.86,2168.21,0.15
2024-01-29,A002,A002-W05,Pump,3.78,66.7,2181.14,0.57
2024-01-30,A002,A002-W05,Valve,3.99,70.01,2132.55,0.22
2024-01-31,A002,A002-W05,Pump,3.83,70.36,2193.03,0.58
2024-02-01,A002,A002-W05,Valve,4.25,68.46,2075.44,0.36
2024-02-02,A002,A002-W05,Pump,4.17,73.66,2214.77,0.23
2024-02-03,A002,A002-W05,Compressor,3.46,81.39,2132.24,0.2
2024-02-04,A002,A002-W05,Compressor,3.23,65.74,2112.77,0.55
2024-02-05,A002,A002-W05,Compressor,2.59,73.78,2211.04,0.15
2024-02-06,A002,A002-W05,Pump,3.82,78.41,2224.43,0.22
2024-02-07,A002,A002-W05,Pump,3.6,72.42,2242.89,0.21
2024-02-08,A002,A002-W05,Compressor,3.58,60.17,2180.08,0.2
2024-02-09,A002,A002-W05,Valve,2.86,79.3,2193.74,0.29
2024-02-10,A002,A002-W05,Pump,3.65,82.89,2064.74,0.33
2024-02-11,A002,A002-W05,Compressor,3.85,83.75,2152.1,0.34
2024-02-12,A002,A002-W05,Pump,3.26,76.16,2104.93,0.43
2024-02-13,A002,A002-W05,Valve,3.59,72.9,2081.18,0.32
2024-02-14,A002,A002-W05,Compressor,3.48,60.86,2184.67,0.2
2024-02-15,A002,A002-W05,Valve,4.42,69.86,2163.33,0.49
2024-02-16,A002,A002-W05,Compressor,2.99,77.89,2187.74,0.17
2024-02-17,A002,A002-W05,Compressor,3.07,64.2,2077.86,0.42
2024-02-18,A002,A002-W05,Compressor,4.13,65.78,2076.86,0.47
2024-02-19,A002,A002-W05,Compressor,3.39,65.61,2140.2,0.55
2024-02-20,A002,A002-W05,Pump,4.38,66.25,2127.61,0.6
2024-02-21,A002,A002-W05,Pump,3.63,86.61,2134.72,0.45
2024-02-22,A002,A002-W05,Pump,3.78,85.23,2095.59,0.33
2024-02-23,A002,A002-W05,Valve,2.66,71.51,2103.05,0.16
2024-02-24,A002,A002-W05,Pump,4.48,79.92,2108.61,0.25
2024-02-25,A002,A002-W05,Valve,3.77,82.42,2173.85,0.21
2024-02-26,A002,A002-W05,Compressor,2.58,83.91,2194.63,0.15
2024-02-27,A002,A002-W05,Compressor,3.33,78.91,2192.9,0.43
2024-02-28,A002,A002-W05,Pump,3.82,61.55,2086.19,0.22
2024-02-29,A002,A002-W05,Pump,3.12,78.83,2180.63,0.42
2024-03-01,A002,A002-W05,Valve,4.24,78.21,2241.45,0.24
2024-03-02,A002,A002-W05,Valve,4.6,80.45,2179.96,0.37
2024-03-03,A002,A002-W05,Compressor,3.0,82.31,2140.6,0.42
2024-03-04,A002,A002-W05,Pump,3.3,62.37,2099.87,0.19
2024-03-05,A002,A002-W05,Compressor,3.5,67.07,2171.95,0.2
2024-03-06,A002,A002-W05,Compressor,2.88,67.63,2097.1,0.17
2024-03-07,A002,A002-W05,Valve,3.32,70.5,2074.93,0.43
2024-03-08,A002,A002-W05,Pump,3.35,82.37,2157.28,0.19
2024-03-09,A002,A002-W05,Pump,3.45,66.72,2165.14,0.32
2024-03-10,A002,A002-W05,Compressor,4.09,81.32,2147.73,0.59
2024-03-11,A002,A002-W05,Compressor,4.52,64.44,2152.64,0.49
2024-03-12,A002,A002-W05,Valve,3.29,85.44,2247.72,0.31
2024-03-13,A002,A002-W05,Compressor,4.04,86.31,2173.51,0.35
2024-03-14,A002,A002-W05,Valve,3.12,82.12,2112.36,0.42
2024-03-15,A002,A002-W05,Compressor,4.08,84.65,2183.82,0.23
2024-03-16,A002,A002-W05,Pump,2.85,67.67,2141.83,0.29
2024-03-17,A002,A002-W05,Valve,3.44,64.66,2236.09,0.44
2024-03-18,A002,A002-W05,Valve,3.57,65.5,2128.7,0.2
2024-03-19,A002,A002-W05,Pump,3.32,65.74,2105.52,0.43
2024-03-20,A002,A002-W05,Valve,3.49,71.43,2159.73,0.44
2024-03-21,A002,A002-W05,Valve,2.61,73.08,2105.11,0.16
2024-03-22,A002,A002-W05,Pump,4.66,75.52,2116.39,0.5
2024-03-23,A002,A002-W05,Valve,3.21,80.28,2096.43,0.19
2024-03-24,A002,A002-W05,Compressor,3.18,65.34,2099.01,0.3
2024-03-25,A002,A002-W05,Compressor,3.12,66.44,2148.31,0.3
2024-03-26,A002,A002-W05,Compressor,4.26,80.49,2056.74,0.24
2024-03-27,A002,A002-W05,Valve,4.55,64.17,2147.27,0.49
2024-03-28,A002,A002-W05,Pump,4.44,66.76,2077.37,0.25
2024-03-29,A002,A002-W05,Compressor,4.11,66.01,2163.82,0.23
2024-03-30,A002,A002-W05,Valve,3.3,82.02,2089.65,0.43
2024-03-31,A002,A002-W05,Valve,3.37,71.75,2220.58,0.19
2024-04-01,A002,A002-W05,Pump,2.59,69.77,2217.43,0.15
2024-04-02,A002,A002-W05,Pump,4.33,75.46,2143.48,0.36
2024-04-03,A002,A002-W05,Valve,4.21,74.15,2137.89,0.24
2024-04-04,A002,A002-W05,Pump,4.25,87.55,2081.61,0.48
2024-04-05,A002,A002-W05,Valve,4.34,63.91,2072.55,0.36
2024-04-06,A002,A002-W05,Valve,2.66,73.6,2120.89,0.16
2024-04-07,A002,A002-W05,Pump,3.58,69.74,2151.1,0.32
2024-04-08,A002,A002-W05,Valve,5.1,81.93,2073.76,0.64
2024-04-09,A002,A002-W05,Valve,3.49,68.27,2226.39,0.56
2024-04-10,A002,A002-W05,Compressor,3.67,63.22,2115.16,0.33
2024-04-11,A002,A002-W05,Pump,3.71,73.48,2225.71,0.21
2024-04-12,A002,A002-W05,Pump,4.41,68.57,2139.99,0.25
2024-04-13,A002,A002-W05,Valve,3.13,76.0,2207.88,0.3
2024-04-14,A002,A002-W05,Pump,4.31,62.27,2141.01,0.24
2024-04-15,A002,A002-W05,Pump,3.03,61.12,2115.98,0.18
2024-04-16,A002,A002-W05,Pump,2.61,75.24,2177.75,0.16
2024-04-17,A002,A002-W05,Compressor,3.37,77.88,2126.99,0.55
2024-04-18,A002,A002-W05,Pump,3.8,84.5,2156.65,0.33
2024-04-19,A002,A002-W05,Valve,2.71,68.76,2123.15,0.16
2024-04-20,A002,A002-W05,Valve,3.99,69.45,2196.36,0.46
2024-04-21,A002,A002-W05,Valve,3.95,63.34,2202.81,0.22
2024-04-22,A002,A002-W05,Pump,3.3,65.88,2098.95,0.31
2024-04-23,A002,A002-W05,Compressor,4.75,85.24,2032.12,0.5
2024-04-24,A002,A002-W05,Pump,4.02,66.69,2099.91,0.23
2024-04-25,A002,A002-W05,Valve,3.46,70.74,2132.48,0.56
2024-04-26,A002,A002-W05,Compressor,2.89,72.46,2185.38,0.17
2024-04-27,A002,A002-W05,Pump,3.58,82.96,2031.57,0.32
2024-04-28,A002,A002-W05,Compressor,2.99,84.71,2166.82,0.17
2024-04-29,A002,A002-W05,Compressor,3.4,68.87,2130.58,0.19
2024-04-30,A002,A002-W05,Valve,3.42,83.23,2129.41,0.44
2024-05-01,A002,A002-W05,Pump,4.25,78.58,2167.93,0.48
2024-05-02,A002,A002-W05,Valve,3.81,84.24,2217.19,0.46
2024-05-03,A002,A002-W05,Compressor,4.63,75.88,2106.8,0.5
2024-05-04,A002,A002-W05,Valve,3.78,61.4,2177.2,0.21
2024-05-05,A002,A002-W05,Pump,3.66,67.38,2092.03,0.33
2024-05-06,A002,A002-W05,Pump,3.33,75.28,2133.93,0.31
2024-05-07,A002,A002-W05,Valve,3.84,66.45,2155.27,0.22
2024-05-08,A002,A002-W05,Valve,3.6,68.67,2057.65,0.21
2024-05-09,A002,A002-W05,Valve,4.4,81.88,2145.93,0.61
2024-05-10,A002,A002-W05,Pump,4.07,65.09,2084.77,0.23
2024-05-11,A002,A002-W05,Valve,2.71,73.83,2206.62,0.16
2024-05-12,A002,A002-W05,Valve,3.13,81.82,2084.67,0.54
2024-05-13,A002,A002-W05,Compressor,3.46,62.7,2208.91,0.2
2024-05-14,A002,A002-W05,Compressor,3.19,65.86,2165.92,0.18
2024-05-15,A002,A002-W05,Compressor,3.95,66.12,2108.33,0.58
2024-05-16,A002,A002-W05,Compressor,3.42,70.21,2045.76,0.32
2024-05-17,A002,A002-W05,Compressor,4.22,85.67,2144.83,0.6
2024-05-18,A002,A002-W05,Valve,3.46,79.36,2156.43,0.2
2024-05-19,A002,A002-W05,Pump,4.8,84.04,2143.43,0.63
2024-05-20,A002,A002-W05,Compressor,4.23,83.24,2105.77,0.24
2024-05-21,A002,A002-W05,Pump,4.21,80.2,2170.26,0.24
2024-05-22,A002,A002-W05,Pump,3.93,75.3,2072.59,0.58
2024-05-23,A002,A002-W05,Compressor,3.43,81.38,2139.7,0.2
2024-05-24,A002,A002-W05,Pump,3.09,68.51,2179.92,0.18
2024-05-25,A002,A002-W05,Valve,4.24,79.59,2131.53,0.24
2024-05-26,A002,A002-W05,Valve,3.75,66.06,2086.16,0.21
2024-05-27,A002,A002-W05,Pump,4.47,70.42,2070.11,0.25
2024-05-28,A002,A002-W05,Pump,3.51,84.89,2198.23,0.2
2024-05-29,A002,A002-W05,Valve,3.99,67.22,2143.99,0.34
2024-05-30,A002,A002-W05,Valve,3.06,73.2,2197.52,0.3
2024-05-31,A002,A002-W05,Pump,3.01,63.06,2132.12,0.3
2024-06-01,A002,A002-W05,Compressor,3.71,68.57,2230.46,0.33
2024-06-02,A002,A002-W05,Pump,2.92,67.81,2148.25,0.17
2024-06-03,A002,A002-W05,Compressor,4.64,86.12,2182.65,0.62
2024-06-04,A002,A002-W05,Compressor,4.47,78.92,2112.68,0.25
2024-06-05,A002,A002-W05,Pump,4.37,79.93,2125.79,0.36
2024-06-06,A002,A002-W05,Compressor,2.98,83.83,2118.94,0.17
2024-06-07,A002,A002-W05,Valve,3.27,71.05,2119.1,0.19
2024-06-08,A002,A002-W05,Valve,4.27,82.5,2019.8,0.24
2024-06-09,A002,A002-W05,Valve,3.05,64.91,2220.36,0.42
2024-06-10,A002,A002-W05,Compressor,3.84,80.15,2126.26,0.34
2024-06-11,A002,A002-W05,Pump,4.75,82.2,2187.59,0.5
2024-06-12,A002,A002-W05,Pump,3.63,69.81,2138.65,0.21
2024-06-13,A002,A002-W05,Valve,3.6,61.94,2114.32,0.2
2024-06-14,A002,A002-W05,Pump,4.26,67.96,2147.45,0.48
2024-06-15,A002,A002-W05,Compressor,4.35,80.95,2077.32,0.48
2024-06-16,A002,A002-W05,Valve,2.7,79.74,2169.46,0.28
2024-06-17,A002,A002-W05,Compressor,2.53,61.23,2200.73,0.15
2024-06-18,A002,A002-W05,Pump,3.26,74.78,2097.57,0.31
2024-06-19,A002,A002-W05,Compressor,3.29,66.75,2070.48,0.43
2024-06-20,A002,A002-W05,Compressor,2.91,68.89,2140.66,0.17
2024-06-21,A002,A002-W05,Compressor,4.87,87.57,2069.92,0.63
2024-06-22,A002,A002-W05,Pump,3.78,73.03,2039.9,0.57
2024-06-23,A002,A002-W05,Valve,3.57,81.32,2073.31,0.44
2024-06-24,A002,A002-W05,Valve,3.57,83.78,2108.03,0.32
2024-06-25,A002,A002-W05,Compressor,2.52,68.56,2095.57,0.15
2024-06-26,A002,A002-W05,Pump,4.76,70.31,2138.46,0.62
2024-06-27,A002,A002-W05,Compressor,4.32,82.45,2156.84,0.24
2024-06-28,A002,A002-W05,Valve,3.48,84.56,2057.49,0.56
2024-06-29,A002,A002-W05,Compressor,3.93,77.67,2141.83,0.34
2024-06-30,A002,A002-W05,Pump,4.06,82.27,2108.38,0.23
2024-07-01,A002,A002-W05,Valve,4.01,83.18,2121.33,0.23
2024-07-02,A002,A002-W05,Valve,2.92,75.64,2160.32,0.17
2024-07-03,A002,A002-W05,Pump,4.29,83.35,2188.61,0.36
2024-07-04,A002,A002-W05,Valve,3.81,74.03,2107.24,0.22
2024-07-05,A002,A002-W05,Pump,2.76,77.9,2122.12,0.16
2024-07-06,A002,A002-W05,Valve,3.4,87.48,2082.85,0.55
2024-07-07,A002,A002-W05,Compressor,2.69,83.44,2151.07,0.16
2024-07-08,A002,A002-W05,Pump,3.51,67.79,2169.19,0.56
2024-07-09,A002,A002-W05,Valve,3.39,68.77,2072.85,0.31
2024-07-10,A002,A002-W05,Pump,3.75,82.16,2215.64,0.21
2024-07-11,A002,A002-W05,Valve,3.09,62.8,2164.96,0.18
2024-07-12,A002,A002-W05,Valve,3.08,79.48,2080.61,0.18
2024-07-13,A002,A002-W05,Compressor,4.73,78.28,2210.75,0.5
2024-07-14,A002,A002-W05,Compressor,4.34,79.48,2132.24,0.6
2024-07-15,A002,A002-W05,Compressor,3.43,65.32,2117.49,0.2
2024-07-16,A002,A002-W05,Compressor,3.35,83.37,2162.68,0.19
2024-07-17,A002,A002-W05,Compressor,4.06,81.78,2086.77,0.35
2024-07-18,A002,A002-W05,Compressor,4.2,78.58,2153.27,0.47
2024-07-19,A002,A002-W05,Valve,2.79,70.33,2133.09,0.16
2024-07-20,A002,A002-W05,Valve,3.68,63.26,2130.84,0.21
2024-07-21,A002,A002-W05,Compressor,4.84,70.07,2124.98,0.51
2024-07-22,A002,A002-W05,Valve,3.89,81.49,2043.78,0.22
2024-07-23,A002,A002-W05,Valve,3.34,69.69,2073.09,0.19
2024-07-24,A002,A002-W05,Compressor,3.23,82.31,2063.13,0.31
2024-07-25,A002,A002-W05,Compressor,4.95,74.59,2091.36,0.63
2024-07-26,A002,A002-W05,Pump,5.04,82.63,2007.08,0.64
2024-07-27,A002,A002-W05,Compressor,4.3,81.79,2138.73,0.36
2024-07-28,A002,A002-W05,Compressor,5.07,85.53,2068.72,0.64
2024-07-29,A002,A002-W05,Compressor,3.45,84.17,2128.78,0.32
2024-07-30,A002,A002-W05,Pump,4.71,72.58,2087.17,0.5
2024-07-31,A002,A002-W05,Valve,4.2,65.67,2074.48,0.36
2024-08-01,A002,A002-W05,Compressor,3.42,85.21,2126.18,0.56
2024-08-02,A002,A002-W05,Compressor,3.25,77.05,1987.68,0.19
2024-08-03,A002,A002-W05,Compressor,3.31,78.19,2120.24,0.19
2024-08-04,A002,A002-W05,Valve,4.64,72.46,2114.58,0.5
2024-08-05,A002,A002-W05,Valve,4.53,76.5,2079.32,0.49
2024-08-06,A002,A002-W05,Valve,3.08,85.38,2007.73,0.42
2024-08-07,A002,A002-W05,Compressor,2.77,63.27,2056.61,0.28
2024-08-08,A002,A002-W05,Valve,4.26,81.28,2075.35,0.36
2024-08-09,A002,A002-W05,Compressor,3.96,65.49,2019.39,0.22
2024-08-10,A002,A002-W05,Pump,4.47,73.15,2067.5,0.25
2024-08-11,A002,A002-W05,Compressor,2.58,77.38,2114.93,0.15
2024-08-12,A002,A002-W05,Pump,4.47,76.41,2094.89,0.61
2024-08-13,A002,A002-W05,Valve,3.23,83.19,2135.88,0.19
2024-08-14,A002,A002-W05,Valve,4.07,77.39,2114.4,0.23
2024-08-15,A002,A002-W05,Compressor,3.04,78.88,2141.45,0.42
2024-08-16,A002,A002-W05,Valve,3.92,62.86,2154.85,0.34
2024-08-17,A002,A002-W05,Pump,3.42,66.53,2054.72,0.44
2024-08-18,A002,A002-W05,Compressor,2.81,77.64,2120.09,0.17
2024-08-19,A002,A002-W05,Compressor,3.84,66.19,2181.44,0.58
2024-08-20,A002,A002-W05,Valve,3.83,61.62,2136.24,0.34
2024-08-21,A002,A002-W05,Valve,3.81,75.32,2102.04,0.22
2024-08-22,A002,A002-W05,Valve,3.86,77.61,1999.36,0.22
2024-08-23,A002,A002-W05,Valve,3.64,71.06,2036.59,0.21
2024-08-24,A002,A002-W05,Valve,4.22,82.27,2050.17,0.24
2024-08-25,A002,A002-W05,Valve,3.03,81.76,2087.27,0.18
2024-08-26,A002,A002-W05,Valve,4.23,76.7,2220.67,0.6
2024-08-27,A002,A002-W05,Pump,3.23,75.98,2153.32,0.19
2024-08-28,A002,A002-W05,Compressor,4.35,84.14,2139.73,0.6
2024-08-29,A002,A002-W05,Valve,4.17,78.25,2123.37,0.23
2024-08-30,A002,A002-W05,Compressor,3.78,66.83,2101.31,0.21
2024-08-31,A002,A002-W05,Pump,4.55,79.68,2102.52,0.61
2024-09-01,A002,A002-W05,Valve,3.18,80.8,2105.15,0.18
2024-09-02,A002,A002-W05,Pump,4.4,65.91,2074.25,0.61
2024-09-03,A002,A002-W05,Compressor,4.06,75.38,2031.37,0.47
2024-09-04,A002,A002-W05,Valve,4.74,83.32,2042.98,0.62
2024-09-05,A002,A002-W05,Compressor,4.42,72.26,2060.87,0.61
2024-09-06,A002,A002-W05,Compressor,4.98,67.81,2038.21,0.63
2024-09-07,A002,A002-W05,Valve,4.01,68.81,2191.59,0.47
2024-09-08,A002,A002-W05,Valve,3.89,68.74,2071.5,0.34
2024-09-09,A002,A002-W05,Pump,3.67,70.16,2064.83,0.33
