date,asset_id,well_id,oil_produced_bbl,gas_produced_mcf,water_cut_pct,downtime_hours
2023-02-17,A001,A001-W06,854.87,5782.33,24.8,3
2023-02-18,A001,A001-W06,861.79,5947.56,24.75,0
2023-02-19,A001,A001-W06,847.72,5904.5,24.78,1
2023-02-20,A001,A001-W06,805.87,5883.24,24.83,3
2023-02-21,A001,A001-W06,863.5,6196.81,24.74,0
2023-02-22,A001,A001-W06,805.0,6094.89,24.75,0
2023-02-23,A001,A001-W06,860.7,6077.79,24.76,1
2023-02-24,A001,A001-W06,855.14,6062.37,24.83,0
2023-02-25,A001,A001-W06,861.79,5967.08,24.81,2
2023-02-26,A001,A001-W06,873.47,5934.53,24.74,1
2023-02-27,A001,A001-W06,859.83,5789.1,24.78,0
2023-02-28,A001,A001-W06,873.08,6117.23,24.83,0
2023-03-01,A001,A001-W06,799.76,5977.36,24.8,0
2023-03-02,A001,A001-W06,834.18,5842.52,24.8,0
2023-03-03,A001,A001-W06,849.49,6023.26,24.75,0
2023-03-04,A001,A001-W06,831.06,5928.04,24.82,1
2023-03-05,A001,A001-W06,871.83,5782.78,24.79,0
2023-03-06,A001,A001-W06,819.93,5970.87,24.75,2
2023-03-07,A001,A001-W06,817.06,5958.34,24.77,0
2023-03-08,A001,A001-W06,827.05,6137.9,24.8,3
2023-03-09,A001,A001-W06,818.71,6272.44,24.85,0
2023-03-10,A001,A001-W06,861.82,6125.88,24.83,2
2023-03-11,A001,A001-W06,807.78,5765.39,24.86,0
2023-03-12,A001,A001-W06,808.69,6344.58,24.78,2
2023-03-13,A001,A001-W06,805.48,6182.96,24.89,1
2023-03-14,A001,A001-W06,798.36,6209.95,24.84,1
2023-03-15,A001,A001-W06,833.17,6277.49,24.87,0
2023-03-16,A001,A001-W06,846.68,6172.74,24.8,0
2023-03-17,A001,A001-W06,820.75,5908.81,24.87,0
2023-03-18,A001,A001-W06,818.76,6237.55,24.83,3
2023-03-19,A001,A001-W06,841.04,6152.46,24.82,0
2023-03-20,A001,A001-W06,868.61,6231.67,24.78,0
2023-03-21,A001,A001-W06,871.02,5995.17,24.87,3
2023-03-22,A001,A001-W06,870.03,6063.14,24.86,0
2023-03-23,A001,A001-W06,794.12,6275.49,24.96,1
2023-03-24,A001,A001-W06,827.02,5772.28,24.9,0
2023-03-25,A001,A001-W06,822.96,6110.7,24.75,2
2023-03-26,A001,A001-W06,847.02,5928.06,24.84,0
2023-03-27,A001,A001-W06,808.4,6073.27,24.81,0
2023-03-28,A001,A001-W06,840.36,5789.68,24.9,1
2023-03-29,A001,A001-W06,853.07,6003.71,24.82,3
2023-03-30,A001,A001-W06,862.65,5877.8,24.86,1
2023-03-31,A001,A001-W06,861.64,5952.47,24.88,1
2023-04-01,A001,A001-W06,868.85,5862.74,24.88,2
2023-04-02,A001,A001-W06,814.68,5995.9,24.79,2
2023-04-03,A001,A001-W06,847.23,5951.62,24.82,1
2023-04-04,A001,A001-W06,805.11,5776.63,24.84,0
2023-04-05,A001,A001-W06,795.94,6236.34,24.83,0
2023-04-06,A001,A001-W06,812.7,5824.93,24.96,3
2023-04-07,A001,A001-W06,829.32,5938.42,24.83,2
2023-04-08,A001,A001-W06,816.74,6144.2,24.9,2
2023-04-09,A001,A001-W06,824.25,5828.1,24.95,0
2023-04-10,A001,A001-W06,800.96,5797.72,24.81,0
2023-04-11,A001,A001-W06,820.31,5945.6,24.9,0
2023-04-12,A001,A001-W06,827.5,5836.51,25.06,0
2023-04-13,A001,A001-W06,806.56,5988.06,24.79,0
2023-04-14,A001,A001-W06,800.41,6155.3,24.97,3
2023-04-15,A001,A001-W06,808.69,5846.48,25.01,3
2023-04-16,A001,A001-W06,848.3,6083.41,25.07,1
2023-04-17,A001,A001-W06,804.88,6155.52,25.0,0
2023-04-18,A001,A001-W06,797.92,6268.53,24.91,1
2023-04-19,A001,A001-W06,841.46,5848.8,24.98,1
2023-04-20,A001,A001-W06,867.4,6074.42,24.94,2
2023-04-21,A001,A001-W06,801.26,6222.71,24.92,1
2023-04-22,A001,A001-W06,867.34,6054.78,24.88,0
2023-04-23,A001,A001-W06,856.53,5937.27,25.03,1
2023-04-24,A001,A001-W06,825.66,5948.27,24.93,0
2023-04-25,A001,A001-W06,795.83,6147.74,24.84,0
2023-04-26,A001,A001-W06,870.15,5869.66,24.82,3
2023-04-27,A001,A001-W06,860.02,5691.35,25.02,2
2023-04-28,A001,A001-W06,827.16,6178.43,25.01,0
2023-04-29,A001,A001-W06,813.79,5864.75,25.07,0
2023-04-30,A001,A001-W06,814.75,5824.3,24.91,2
2023-05-01,A001,A001-W06,842.82,5870.67,24.88,1
2023-05-02,A001,A001-W06,870.48,6081.72,25.01,2
2023-05-03,A001,A001-W06,822.38,5869.4,24.82,2
2023-05-04,A001,A001-W06,864.52,5829.53,25.0,2
2023-05-05,A001,A001-W06,874.86,6210.4,24.81,0
2023-05-06,A001,A001-W06,822.38,6080.15,24.94,0
2023-05-07,A001,A001-W06,847.07,5939.01,25.01,0
2023-05-08,A001,A001-W06,814.39,5790.02,24.92,0
2023-05-09,A001,A001-W06,840.64,6206.27,24.81,0
2023-05-10,A001,A001-W06,804.68,6015.65,24.86,0
2023-05-11,A001,A001-W06,842.62,5881.95,24.98,1
2023-05-12,A001,A001-W06,866.99,6135.93,24.91,3
2023-05-13,A001,A001-W06,861.94,6013.13,25.0,0
2023-05-14,A001,A001-W06,833.08,6179.34,25.0,0
2023-05-15,A001,A001-W06,812.41,6176.02,24.99,3
2023-05-16,A001,A001-W06,827.69,5752.09,25.05,2
2023-05-17,A001,A001-W06,793.5,6210.75,24.96,3
2023-05-18,A001,A001-W06,797.05,5797.82,24.96,2
2023-05-19,A001,A001-W06,856.73,5821.41,24.92,0
2023-05-20,A001,A001-W06,842.69,5699.91,25.02,1
2023-05-21,A001,A001-W06,796.38,6086.1,24.95,3
2023-05-22,A001,A001-W06,809.35,5980.67,24.89,3
2023-05-23,A001,A001-W06,847.7,6066.64,24.97,0
2023-05-24,A001,A001-W06,792.02,5779.27,24.93,1
2023-05-25,A001,A001-W06,809.03,5737.38,24.86,1
2023-05-26,A001,A001-W06,794.08,6053.6,24.98,1
2023-05-27,A001,A001-W06,807.31,6101.31,24.89,2
2023-05-28,A001,A001-W06,794.07,5958.06,24.97,3
2023-05-29,A001,A001-W06,799.16,6021.05,25.01,3
2023-05-30,A001,A001-W06,863.41,5708.2,25.01,0
2023-05-31,A001,A001-W06,801.26,5895.42,24.94,3
2023-06-01,A001,A001-W06,862.2,5807.98,25.19,2
2023-06-02,A001,A001-W06,863.31,5925.18,24.94,0
2023-06-03,A001,A001-W06,795.88,6148.42,25.08,0
2023-06-04,A001,A001-W06,830.61,6170.64,24.98,1
2023-06-05,A001,A001-W06,834.28,5982.89,24.94,0
2023-06-06,A001,A001-W06,837.38,5802.46,24.96,3
2023-06-07,A001,A001-W06,806.85,6111.72,24.89,2
2023-06-08,A001,A001-W06,865.0,6048.22,24.89,2
2023-06-09,A001,A001-W06,803.44,5800.85,25.04,2
2023-06-10,A001,A001-W06,832.83,5878.44,24.86,0
2023-06-11,A001,A001-W06,828.58,6089.68,25.0,0
2023-06-12,A001,A001-W06,840.4,5741.38,25.03,0
2023-06-13,A001,A001-W06,873.58,5863.13,24.82,0
2023-06-14,A001,A001-W06,851.64,5961.36,25.13,1
2023-06-15,A001,A001-W06,795.35,5941.48,24.98,0
2023-06-16,A001,A001-W06,860.09,5763.16,25.23,2
2023-06-17,A001,A001-W06,823.19,5689.94,25.13,2
2023-06-18,A001,A001-W06,864.15,5938.65,24.84,0
2023-06-19,A001,A001-W06,819.28,6249.67,24.93,2
2023-06-20,A001,A001-W06,812.09,5837.98,24.94,0
2023-06-21,A001,A001-W06,846.35,6016.92,25.03,1
2023-06-22,A001,A001-W06,807.58,5736.12,25.34,0
2023-06-23,A001,A001-W06,813.42,5651.85,25.12,0
2023-06-24,A001,A001-W06,782.61,5859.58,25.03,0
2023-06-25,A001,A001-W06,835.94,5680.72,25.0,0
2023-06-26,A001,A001-W06,849.85,6144.06,25.18,0
2023-06-27,A001,A001-W06,840.46,6164.14,24.95,0
2023-06-28,A001,A001-W06,857.4,6245.55,24.96,0
2023-06-29,A001,A001-W06,855.1,5847.35,24.88,0
2023-06-30,A001,A001-W06,785.64,6133.37,25.4,1
2023-07-01,A001,A001-W06,846.18,5876.5,25.28,0
2023-07-02,A001,A001-W06,793.98,5849.22,25.08,1
2023-07-03,A001,A001-W06,816.31,6048.4,24.95,3
2023-07-04,A001,A001-W06,870.51,5730.44,24.85,0
2023-07-05,A001,A001-W06,840.63,5830.04,25.22,0
2023-07-06,A001,A001-W06,855.0,5992.8,25.02,3
2023-07-07,A001,A001-W06,864.96,6040.15,25.01,0
2023-07-08,A001,A001-W06,794.32,6166.89,24.99,0
2023-07-09,A001,A001-W06,846.29,5915.22,25.28,0
2023-07-10,A001,A001-W06,827.33,5966.71,25.28,1
2023-07-11,A001,A001-W06,796.62,6038.38,25.05,0
2023-07-12,A001,A001-W06,786.54,5997.4,24.98,0
2023-07-13,A001,A001-W06,837.13,5775.01,25.14,2
2023-07-14,A001,A001-W06,826.84,6045.22,25.23,3
2023-07-15,A001,A001-W06,785.46,6090.6,25.13,0
2023-07-16,A001,A001-W06,801.33,6286.54,24.92,1
2023-07-17,A001,A001-W06,797.15,5943.21,24.85,0
2023-07-18,A001,A001-W06,854.05,5783.26,24.94,0
2023-07-19,A001,A001-W06,816.68,5835.51,24.89,0
2023-07-20,A001,A001-W06,845.88,5792.36,25.26,1
2023-07-21,A001,A001-W06,793.88,6029.65,25.34,0
2023-07-22,A001,A001-W06,829.13,6067.29,24.99,3
2023-07-23,A001,A001-W06,802.96,6097.64,25.04,1
2023-07-24,A001,A001-W06,843.16,5923.72,25.05,0
2023-07-25,A001,A001-W06,802.63,5896.41,24.99,1
2023-07-26,A001,A001-W06,812.1,6120.44,24.98,3
2023-07-27,A001,A001-W06,815.03,6161.79,24.94,0
2023-07-28,A001,A001-W06,859.22,6275.37,25.05,0
2023-07-29,A001,A001-W06,817.27,6083.42,24.92,3
2023-07-30,A001,A001-W06,808.53,6061.8,24.94,0
2023-07-31,A001,A001-W06,813.57,6054.15,24.94,1
2023-08-01,A001,A001-W06,839.61,6019.19,25.14,2
2023-08-02,A001,A001-W06,795.81,5803.29,24.99,3
2023-08-03,A001,A001-W06,807.38,5997.69,25.25,0
2023-08-04,A001,A001-W06,790.94,5990.66,25.05,2
2023-08-05,A001,A001-W06,806.74,6057.28,25.16,0
2023-08-06,A001,A001-W06,786.63,5960.41,24.96,3
2023-08-07,A001,A001-W06,832.11,5880.94,25.47,0
2023-08-08,A001,A001-W06,804.49,5842.67,24.88,0
2023-08-09,A001,A001-W06,857.68,5839.67,25.3,3
2023-08-10,A001,A001-W06,824.24,5975.53,24.93,3
2023-08-11,A001,A001-W06,790.67,6075.67,25.1,0
2023-08-12,A001,A001-W06,858.41,5762.29,25.15,0
2023-08-13,A001,A001-W06,799.36,5806.09,25.31,1
2023-08-14,A001,A001-W06,842.87,6076.13,25.01,1
2023-08-15,A001,A001-W06,853.85,6208.48,25.08,0
2023-08-16,A001,A001-W06,827.87,5703.88,25.3,0
2023-08-17,A001,A001-W06,795.56,5716.6,25.32,1
2023-08-18,A001,A001-W06,786.04,5976.26,25.21,0
2023-08-19,A001,A001-W06,853.89,5724.24,25.39,2
2023-08-20,A001,A001-W06,824.09,6106.36,24.96,0
2023-08-21,A001,A001-W06,839.21,5799.71,25.23,3
2023-08-22,A001,A001-W06,792.58,5817.86,25.45,0
2023-08-23,A001,A001-W06,822.38,5770.89,25.15,1
2023-08-24,A001,A001-W06,806.78,6012.37,25.23,3
2023-08-25,A001,A001-W06,800.65,6128.8,24.99,0
2023-08-26,A001,A001-W06,798.23,5826.07,25.16,3
2023-08-27,A001,A001-W06,781.92,5577.56,25.41,2
2023-08-28,A001,A001-W06,780.23,5873.57,25.29,0
2023-08-29,A001,A001-W06,795.06,6223.87,25.13,3
2023-08-30,A001,A001-W06,773.24,5963.49,25.36,0
2023-08-31,A001,A001-W06,806.88,5651.95,25.27,0
2023-09-01,A001,A001-W06,796.68,6103.86,24.87,1
2023-09-02,A001,A001-W06,807.93,6010.81,25.12,0
2023-09-03,A001,A001-W06,802.21,5833.29,25.17,3
2023-09-04,A001,A001-W06,808.48,5680.03,25.05,1
2023-09-05,A001,A001-W06,811.58,6221.01,24.88,3
2023-09-06,A001,A001-W06,802.74,5781.24,25.03,3
2023-09-07,A001,A001-W06,772.22,5932.44,25.57,3
2023-09-08,A001,A001-W06,809.84,6037.85,25.1,1
2023-09-09,A001,A001-W06,846.85,6191.3,24.97,2
2023-09-10,A001,A001-W06,787.36,5802.82,24.99,2
2023-09-11,A001,A001-W06,843.81,5781.46,25.37,0
2023-09-12,A001,A001-W06,848.72,6114.28,25.4,2
2023-09-13,A001,A001-W06,816.31,6209.69,24.95,0
2023-09-14,A001,A001-W06,784.54,5894.91,25.3,0
2023-09-15,A001,A001-W06,812.9,6195.97,24.93,3
2023-09-16,A001,A001-W06,801.53,6108.77,25.46,3
2023-09-17,A001,A001-W06,790.01,6188.39,24.94,0
2023-09-18,A001,A001-W06,792.62,6068.98,25.13,2
2023-09-19,A001,A001-W06,793.38,5852.06,25.28,0
2023-09-20,A001,A001-W06,828.12,6198.99,24.98,1
2023-09-21,A001,A001-W06,825.56,6088.45,25.15,1
2023-09-22,A001,A001-W06,814.43,6138.81,24.97,3
2023-09-23,A001,A001-W06,786.21,5684.62,25.52,2
2023-09-24,A001,A001-W06,811.67,5623.8,25.39,1
2023-09-25,A001,A001-W06,810.78,5794.0,25.04,0
2023-09-26,A001,A001-W06,814.32,6198.06,24.97,0
2023-09-27,A001,A001-W06,836.6,5723.92,25.08,0
2023-09-28,A001,A001-W06,810.93,5964.19,25.25,0
2023-09-29,A001,A001-W06,837.53,6154.48,25.21,0
2023-09-30,A001,A001-W06,823.4,5741.08,25.25,3
2023-10-01,A001,A001-W06,800.21,6048.37,25.53,0
2023-10-02,A001,A001-W06,823.05,5660.64,25.48,0
2023-10-03,A001,A001-W06,837.89,6044.92,25.66,2
2023-10-04,A001,A001-W06,810.44,6167.87,25.1,3
2023-10-05,A001,A001-W06,796.01,5632.75,25.3,0
2023-10-06,A001,A001-W06,843.39,5753.85,25.04,0
2023-10-07,A001,A001-W06,815.96,5945.39,25.07,0
2023-10-08,A001,A001-W06,829.61,5782.27,25.24,2
2023-10-09,A001,A001-W06,836.78,5629.81,24.99,0
2023-10-10,A001,A001-W06,847.15,5979.4,25.16,1
2023-10-11,A001,A001-W06,818.79,6109.19,25.04,3
2023-10-12,A001,A001-W06,779.21,5603.3,25.47,3
2023-10-13,A001,A001-W06,796.16,5580.42,25.21,0
2023-10-14,A001,A001-W06,845.22,5773.9,25.29,0
2023-10-15,A001,A001-W06,816.96,5878.34,25.04,3
2023-10-16,A001,A001-W06,830.3,5691.76,25.37,1
2023-10-17,A001,A001-W06,838.62,5778.31,25.14,2
2023-10-18,A001,A001-W06,804.44,5793.16,25.42,0
2023-10-19,A001,A001-W06,829.91,5693.93,25.22,1
2023-10-20,A001,A001-W06,788.39,5715.63,25.05,3
2023-10-21,A001,A001-W06,815.7,5885.44,25.14,2
2023-10-22,A001,A001-W06,819.7,5726.77,25.17,0
2023-10-23,A001,A001-W06,821.42,6136.44,25.23,1
2023-10-24,A001,A001-W06,822.68,5942.12,25.43,3
2023-10-25,A001,A001-W06,832.66,5904.19,25.82,0
2023-10-26,A001,A001-W06,806.52,5839.56,25.34,3
2023-10-27,A001,A001-W06,782.81,5883.78,25.5,1
2023-10-28,A001,A001-W06,845.69,5842.16,25.07,0
2023-10-29,A001,A001-W06,779.21,6110.82,25.17,0
2023-10-30,A001,A001-W06,803.32,5944.17,25.25,0
2023-10-31,A001,A001-W06,784.8,5989.28,25.12,3
2023-11-01,A001,A001-W06,852.81,5779.82,25.33,1
2023-11-02,A001,A001-W06,818.99,5799.53,25.44,0
2023-11-03,A001,A001-W06,786.63,5702.14,25.47,1
2023-11-04,A001,A001-W06,840.26,6048.26,25.19,3
2023-11-05,A001,A001-W06,777.42,6132.57,25.05,3
2023-11-06,A001,A001-W06,861.26,5646.5,25.06,0
2023-11-07,A001,A001-W06,805.59,5922.74,25.15,3
2023-11-08,A001,A001-W06,792.2,5795.55,25.3,3
2023-11-09,A001,A001-W06,850.61,6025.52,25.54,3
2023-11-10,A001,A001-W06,826.48,6020.74,25.05,0
2023-11-11,A001,A001-W06,860.63,6226.42,24.92,0
2023-11-12,A001,A001-W06,809.33,6011.44,25.7,3
2023-11-13,A001,A001-W06,862.99,6157.81,25.08,0
2023-11-14,A001,A001-W06,860.06,6009.89,25.05,0
2023-11-15,A001,A001-W06,829.99,5704.36,25.34,2
2023-11-16,A001,A001-W06,849.54,5708.94,25.12,3
2023-11-17,A001,A001-W06,800.18,6057.59,25.11,1
2023-11-18,A001,A001-W06,813.76,6028.1,25.55,0
2023-11-19,A001,A001-W06,791.16,5777.03,25.59,0
2023-11-20,A001,A001-W06,864.0,5856.47,25.18,1
2023-11-21,A001,A001-W06,780.64,5890.48,25.1,0
2023-11-22,A001,A001-W06,801.86,6026.95,25.37,0
2023-11-23,A001,A001-W06,823.42,5901.4,25.3,1
2023-11-24,A001,A001-W06,817.23,6198.57,25.04,0
2023-11-25,A001,A001-W06,788.48,5553.46,25.31,3
2023-11-26,A001,A001-W06,811.74,6044.27,25.0,0
2023-11-27,A001,A001-W06,792.69,5954.98,25.44,1
2023-11-28,A001,A001-W06,802.92,5686.07,25.47,3
2023-11-29,A001,A001-W06,801.51,5672.3,25.11,2
2023-11-30,A001,A001-W06,786.24,5742.49,25.14,0
2023-12-01,A001,A001-W06,817.58,5633.62,25.76,0
2023-12-02,A001,A001-W06,771.68,5521.78,25.5,0
2023-12-03,A001,A001-W06,837.08,5945.98,25.81,3
2023-12-04,A001,A001-W06,762.28,5989.27,25.74,0
2023-12-05,A001,A001-W06,793.39,5863.87,25.18,0
2023-12-06,A001,A001-W06,792.77,5765.4,25.52,0
2023-12-07,A001,A001-W06,786.46,6055.56,25.25,3
2023-12-08,A001,A001-W06,781.86,5933.23,25.52,0
2023-12-09,A001,A001-W06,848.55,6062.84,25.29,0
2023-12-10,A001,A001-W06,763.45,6043.53,25.23,0
2023-12-11,A001,A001-W06,823.4,5655.22,25.19,3
2023-12-12,A001,A001-W06,819.08,5689.48,25.39,1
2023-12-13,A001,A001-W06,829.93,5986.39,24.95,3
2023-12-14,A001,A001-W06,766.31,5561.17,25.65,0
2023-12-15,A001,A001-W06,796.46,6168.36,25.43,1
2023-12-16,A001,A001-W06,773.68,6051.26,25.72,0
2023-12-17,A001,A001-W06,819.68,5606.42,26.1,0
2023-12-18,A001,A001-W06,833.59,6147.5,25.32,3
2023-12-19,A001,A001-W06,826.53,5841.39,25.43,0
2023-12-20,A001,A001-W06,789.38,5750.29,25.86,2
2023-12-21,A001,A001-W06,803.58,5857.63,25.65,2
2023-12-22,A001,A001-W06,776.53,5676.09,25.92,1
2023-12-23,A001,A001-W06,779.29,5697.32,25.21,3
2023-12-24,A001,A001-W06,777.53,5953.64,25.36,0
2023-12-25,A001,A001-W06,832.45,5912.0,25.2,1
2023-12-26,A001,A001-W06,817.92,5725.86,25.56,0
2023-12-27,A001,A001-W06,805.31,5876.75,25.15,2
2023-12-28,A001,A001-W06,794.98,5843.94,25.3,3
2023-12-29,A001,A001-W06,787.31,5734.01,25.9,0
2023-12-30,A001,A001-W06,768.79,6014.97,25.38,0
2023-12-31,A001,A001-W06,801.69,5655.41,25.2,0
2024-01-01,A001,A001-W06,835.83,6190.25,25.19,0
2024-01-02,A001,A001-W06,823.1,5786.01,24.99,0
2024-01-03,A001,A001-W06,783.01,5611.83,25.34,2
2024-01-04,A001,A001-W06,811.61,5792.75,25.4,0
2024-01-05,A001,A001-W06,790.23,5565.19,25.44,0
2024-01-06,A001,A001-W06,801.09,5950.22,25.37,2
2024-01-07,A001,A001-W06,814.31,5636.08,25.34,1
2024-01-08,A001,A001-W06,772.55,5466.21,26.04,1
2024-01-09,A001,A001-W06,820.51,5984.11,25.1,2
2024-01-10,A001,A001-W06,795.21,5634.96,25.16,0
2024-01-11,A001,A001-W06,830.65,5945.62,26.01,0
2024-01-12,A001,A001-W06,774.34,5732.81,25.8,2
2024-01-13,A001,A001-W06,809.62,5662.14,25.45,3
2024-01-14,A001,A001-W06,794.93,6035.91,25.18,1
2024-01-15,A001,A001-W06,842.27,6068.49,25.17,0
2024-01-16,A001,A001-W06,843.09,5661.9,25.32,3
2024-01-17,A001,A001-W06,808.76,5935.0,25.78,0
2024-01-18,A001,A001-W06,790.11,6037.96,25.45,2
2024-01-19,A001,A001-W06,804.28,5744.47,25.47,0
2024-01-20,A001,A001-W06,817.43,6120.89,25.39,1
2024-01-21,A001,A001-W06,838.55,6041.43,25.41,0
2024-01-22,A001,A001-W06,777.24,6000.74,25.09,2
2024-01-23,A001,A001-W06,799.07,5661.69,25.9,0
2024-01-24,A001,A001-W06,821.23,5849.91,25.47,1
2024-01-25,A001,A001-W06,783.37,5863.87,25.12,0
2024-01-26,A001,A001-W06,766.18,5771.9,25.93,1
2024-01-27,A001,A001-W06,788.25,5921.68,25.32,0
2024-01-28,A001,A001-W06,778.15,5589.08,25.74,3
2024-01-29,A001,A001-W06,768.7,6046.82,25.32,1
2024-01-30,A001,A001-W06,770.98,5719.89,25.61,3
2024-01-31,A001,A001-W06,782.74,5834.0,25.59,0
2024-02-01,A001,A001-W06,830.85,6038.16,25.8,0
2024-02-02,A001,A001-W06,758.83,5857.62,26.31,0
2024-02-03,A001,A001-W06,836.53,5638.87,25.2,0
2024-02-04,A001,A001-W06,818.76,5921.14,25.08,2
2024-02-05,A001,A001-W06,828.4,5518.04,25.63,1
2024-02-06,A001,A001-W06,785.7,5984.09,25.36,3
2024-02-07,A001,A001-W06,790.14,5484.38,25.78,3
2024-02-08,A001,A001-W06,825.74,5749.33,25.58,0
2024-02-09,A001,A001-W06,825.13,5843.34,25.34,3
2024-02-10,A001,A001-W06,836.32,5721.0,25.95,1
2024-02-11,A001,A001-W06,823.22,5745.98,25.43,0
2024-02-12,A001,A001-W06,803.24,5553.86,25.46,0
2024-02-13,A001,A001-W06,754.28,5658.94,25.87,1
2024-02-14,A001,A001-W06,812.45,5584.84,25.44,1
2024-02-15,A001,A001-W06,777.72,5895.79,25.53,0
2024-02-16,A001,A001-W06,831.83,5907.17,25.93,0
2024-02-17,A001,A001-W06,832.55,5677.35,25.27,2
2024-02-18,A001,A001-W06,835.75,5742.79,25.57,0
2024-02-19,A001,A001-W06,830.04,5883.77,26.04,0
2024-02-20,A001,A001-W06,805.84,5782.0,25.17,2
2024-02-21,A001,A001-W06,838.25,5726.99,25.09,3
2024-02-22,A001,A001-W06,786.66,5610.75,25.77,3
2024-02-23,A001,A001-W06,775.23,5652.38,25.78,0
2024-02-24,A001,A001-W06,790.34,6032.78,25.22,3
2024-02-25,A001,A001-W06,782.31,6126.7,25.35,0
2024-02-26,A001,A001-W06,826.91,5479.76,25.43,2
2024-02-27,A001,A001-W06,804.61,6043.18,25.47,1
2024-02-28,A001,A001-W06,851.07,5564.77,25.16,1
2024-02-29,A001,A001-W06,834.18,5791.56,25.36,0
2024-03-01,A001,A001-W06,761.13,5480.87,26.27,0
2024-03-02,A001,A001-W06,757.89,5627.99,25.35,2
2024-03-03,A001,A001-W06,775.26,5621.87,25.87,0
2024-03-04,A001,A001-W06,780.83,5512.81,25.46,3
2024-03-05,A001,A001-W06,798.97,5981.85,25.79,1
2024-03-06,A001,A001-W06,795.67,5915.09,25.6,0
2024-03-07,A001,A001-W06,823.82,5508.49,25.74,0
2024-03-08,A001,A001-W06,804.28,5661.61,25.33,1
2024-03-09,A001,A001-W06,773.2,5782.77,26.1,3
2024-03-10,A001,A001-W06,847.11,5840.65,25.62,0
2024-03-11,A001,A001-W06,846.1,5918.09,25.4,0
2024-03-12,A001,A001-W06,765.78,5757.21,25.3,2
2024-03-13,A001,A001-W06,827.52,5712.3,25.16,3
2024-03-14,A001,A001-W06,793.13,5593.9,25.74,1
2024-03-15,A001,A001-W06,750.67,5480.31,25.85,0
2024-03-16,A001,A001-W06,793.49,5646.86,26.04,0
2024-03-17,A001,A001-W06,767.71,5914.75,25.41,2
2024-03-18,A001,A001-W06,807.67,6125.72,25.48,3
2024-03-19,A001,A001-W06,807.64,5972.88,25.38,0
2024-03-20,A001,A001-W06,810.19,5972.88,25.19,0
2024-03-21,A001,A001-W06,766.0,5507.83,26.05,0
2024-03-22,A001,A001-W06,775.05,5992.37,25.27,1
2024-03-23,A001,A001-W06,781.85,5412.91,26.12,1
2024-03-24,A001,A001-W06,772.86,5438.8,25.65,0
2024-03-25,A001,A001-W06,839.69,6148.68,25.39,1
2024-03-26,A001,A001-W06,814.99,5461.87,25.89,3
2024-03-27,A001,A001-W06,748.06,5901.13,26.26,2
2024-03-28,A001,A001-W06,777.45,5977.77,25.16,0
2024-03-29,A001,A001-W06,818.92,5621.27,26.19,3
2024-03-30,A001,A001-W06,792.24,5741.84,25.68,0
2024-03-31,A001,A001-W06,784.9,5887.97,25.14,2
2024-04-01,A001,A001-W06,791.02,5553.25,25.45,2
2024-04-02,A001,A001-W06,772.25,5975.17,25.49,0
2024-04-03,A001,A001-W06,818.59,6008.36,25.34,0
2024-04-04,A001,A001-W06,809.67,5757.63,25.59,3
2024-04-05,A001,A001-W06,763.01,5750.85,25.85,3
2024-04-06,A001,A001-W06,771.43,5786.39,25.66,1
2024-04-07,A001,A001-W06,791.27,5962.45,25.23,1
2024-04-08,A001,A001-W06,807.31,5962.93,25.74,0
2024-04-09,A001,A001-W06,788.02,5888.74,25.39,0
2024-04-10,A001,A001-W06,784.0,5950.73,25.43,1
2024-04-11,A001,A001-W06,826.05,5677.92,25.67,3
2024-04-12,A001,A001-W06,751.48,5929.62,26.03,0
2024-04-13,A001,A001-W06,815.94,5679.54,25.27,0
2024-04-14,A001,A001-W06,797.04,5962.76,25.16,3
2024-04-15,A001,A001-W06,800.74,5619.32,25.68,3
2024-04-16,A001,A001-W06,825.67,5872.93,25.37,1
2024-04-17,A001,A001-W06,779.42,5851.93,25.71,3
2024-04-18,A001,A001-W06,803.87,5436.5,26.19,0
2024-04-19,A001,A001-W06,838.51,5706.96,25.59,3
2024-04-20,A001,A001-W06,749.89,5435.55,26.26,1
2024-04-21,A001,A001-W06,788.71,5846.83,25.34,2
2024-04-22,A001,A001-W06,781.12,5929.46,25.44,2
2024-04-23,A001,A001-W06,829.2,5987.91,25.33,1
2024-04-24,A001,A001-W06,790.67,5633.0,26.05,0
2024-04-25,A001,A001-W06,785.48,5633.63,26.55,0
2024-04-26,A001,A001-W06,761.59,5539.97,26.17,3
2024-04-27,A001,A001-W06,765.7,5715.0,25.64,2
2024-04-28,A001,A001-W06,782.23,5678.24,25.26,1
2024-04-29,A001,A001-W06,757.96,5863.15,25.94,2
2024-04-30,A001,A001-W06,827.94,6042.32,25.63,1
2024-05-01,A001,A001-W06,800.11,5598.23,26.38,2
2024-05-02,A001,A001-W06,837.34,5620.13,25.27,1
2024-05-03,A001,A001-W06,778.07,5882.64,25.86,0
2024-05-04,A001,A001-W06,830.22,5577.1,25.67,0
2024-05-05,A001,A001-W06,795.6,5706.74,25.1,0
2024-05-06,A001,A001-W06,823.61,6063.96,25.33,0
2024-05-07,A001,A001-W06,838.22,6086.45,25.35,2
2024-05-08,A001,A001-W06,824.84,5477.79,25.83,0
2024-05-09,A001,A001-W06,779.52,5628.11,25.24,1
2024-05-10,A001,A001-W06,806.1,5863.01,25.94,1
2024-05-11,A001,A001-W06,838.85,5726.91,25.57,3
